digoxin,oral contraceptives
digoxin,tolbutamide
digoxin,warfarin
digoxin,hydralazine
hydrochlorothiazide,sulfinpyrazone
hydrochlorothiazide,oral contraceptives
hydrochlorothiazide,tolbutamide
hydrochlorothiazide,warfarin
hydrochlorothiazide,sulfinpyrazone
hydralazine,oral contraceptives
hydralazine,tolbutamide
hydralazine,warfarin
hydralazine,oral contraceptives
sulfinpyrazone,tolbutamide
sulfinpyrazone,warfarin
sulfinpyrazone,tolbutamide
oral contraceptives,warfarin
oral contraceptives,warfarin
tolbutamide,phenytoin
diamox,phenytoin
diamox,phenytoin
phenytoin,diamox
primidone,primidone
primidone,metabolites
primidone,anticonvulsant
primidone,primidone
diamox,metabolites
diamox,anticonvulsant
diamox,metabolites
primidone,anticonvulsant
primidone,anticonvulsant
metabolites,primidone
diamox,folic acid antagonists
acetazolamide,amphetamine
acetazolamide,quinidine
acetazolamide,prevent
acetazolamide,antiseptic
acetazolamide,methenamine
acetazolamide,antiseptic
prevent,methenamine
prevent,methenamine
antiseptic,lithium
acetazolamide,lithium
acetazolamide,lithium
lithium,sodium bicarbonate
acetazolamide,cyclosporine
acetazolamide,iron
iron supplement,acyclovir
probenecid,etretinate
ethanol,acitretin
ethanol,ethanol
ethanol,acitretin
etretinate,ethanol
etretinate,ethanol
acitretin,acitretin
glibenclamide,glibenclamide
glibenclamide,sulfonylurea
glibenclamide,chlorpropamide
glibenclamide,glibenclamide
acitretin,sulfonylurea
acitretin,chlorpropamide
acitretin,sulfonylurea
glibenclamide,chlorpropamide
glibenclamide,chlorpropamide
sulfonylurea,acitretin
glibenclamide,acitretin
contraceptives,combined oral contraceptives
contraceptives,combined oral contraceptives
acitretin,contraceptive
acitretin,microdosed progestin minipill preparations
acitretin,microdosed progestin minipill preparations
contraceptive,soriatane
progestin preparations,acitretin
contraceptives,methotrexate
methotrexate,etretinate
methotrexate,etretinate
methotrexate,acitretin
methotrexate,acitretin
phenytoin,phenytoin
phenytoin,phenytoin
phenytoin,phenytoin
acitretin,phenytoin
acitretin,phenytoin
phenytoin,acitretin
tetracyclines,tetracyclines
tetracyclines,tetracyclines
acitretin,retinoids
vitamin a,vitamin a
vitamin a,retinoids
vitamin a,acitretin
vitamin a,vitamin a
retinoids,retinoids
retinoids,acitretin
retinoids,retinoids
vitamin a,acitretin
vitamin a,acitretin
retinoids,cimetidine
acitretin,digoxin
acitretin,glyburide
acitretin,digoxin
cimetidine,glyburide
cimetidine,glyburide
digoxin,anticoagulants
acitretin,coumarin
acitretin,warfarin
acitretin,coumarin
anticoagulants,warfarin
anticoagulants,warfarin
coumarin,ldh
ast,soriatane
ast,soriatane
ldh,mtx
methotrexate,mtx
humira,anakinra
anakinra,interleukin-1 antagonist
anakinra,medicinal product
anakinra,interleukin-1 antagonist
anakinra,medicinal product
anakinra,medicinal product
interleukin-1 antagonist,humira
anakinra,humira
anakinra,alcohol
differin,astringents
differin,lime
differin,astringents
alcohol,lime
alcohol,lime
astringents,resorcinol
sulfur,salicylic acid
sulfur,differin
sulfur,salicylic acid
resorcinol,differin
resorcinol,differin
salicylic acid,aminoglycosides
medication,gentamicin
medication,amikacin
medication,amphotericin b
medication,cyclosporine
medication,non-steroidal anti-inflammatory drugs
medication,ibuprofen
medication,tacrolimus
medication,vancomycin
medication,gentamicin
aminoglycosides,amikacin
aminoglycosides,amphotericin b
aminoglycosides,cyclosporine
aminoglycosides,non-steroidal anti-inflammatory drugs
aminoglycosides,ibuprofen
aminoglycosides,tacrolimus
aminoglycosides,vancomycin
aminoglycosides,amikacin
gentamicin,amphotericin b
gentamicin,cyclosporine
gentamicin,non-steroidal anti-inflammatory drugs
gentamicin,ibuprofen
gentamicin,tacrolimus
gentamicin,vancomycin
gentamicin,amphotericin b
amikacin,cyclosporine
amikacin,non-steroidal anti-inflammatory drugs
amikacin,ibuprofen
amikacin,tacrolimus
amikacin,vancomycin
amikacin,cyclosporine
amphotericin b,non-steroidal anti-inflammatory drugs
amphotericin b,ibuprofen
amphotericin b,tacrolimus
amphotericin b,vancomycin
amphotericin b,non-steroidal anti-inflammatory drugs
cyclosporine,ibuprofen
cyclosporine,tacrolimus
cyclosporine,vancomycin
cyclosporine,ibuprofen
non-steroidal anti-inflammatory drugs,tacrolimus
non-steroidal anti-inflammatory drugs,vancomycin
non-steroidal anti-inflammatory drugs,tacrolimus
ibuprofen,vancomycin
ibuprofen,vancomycin
tacrolimus,adenosine
adenocard,cardioactive drugs
adenocard,quinidine
adenocard,beta-adrenergic blocking agents
adenocard,calcium channel blocking agents
adenocard,angiotensin converting enzyme inhibitors
adenocard,cardioactive drugs
adenosine,quinidine
adenosine,beta-adrenergic blocking agents
adenosine,calcium channel blocking agents
adenosine,angiotensin converting enzyme inhibitors
adenosine,quinidine
cardioactive drugs,beta-adrenergic blocking agents
cardioactive drugs,calcium channel blocking agents
cardioactive drugs,angiotensin converting enzyme inhibitors
cardioactive drugs,beta-adrenergic blocking agents
quinidine,calcium channel blocking agents
quinidine,angiotensin converting enzyme inhibitors
quinidine,calcium channel blocking agents
beta-adrenergic blocking agents,angiotensin converting enzyme inhibitors
beta-adrenergic blocking agents,angiotensin converting enzyme inhibitors
calcium channel blocking agents,verapamil
digoxin,adenocard
digoxin,adenocard
verapamil,digitalis
adenocard,methylxanthines
adenosine,caffeine
adenosine,theophylline
adenosine,caffeine
methylxanthines,theophylline
methylxanthines,theophylline
caffeine,adenosine
methylxanthines,adenosine
methylxanthines,adenosine
adenosine,dipyridamole
adenosine,dipyridamole
adenosine,carbamazepine
adenosine,ketoconazole
antifungal agents,itraconazole
antifungal agents,itraconazole
ketoconazole,cimetidine
fluvoxamine,xanax
fluvoxamine,xanax
cimetidine,sertraline
fluoxetine,diltiazem
fluoxetine,macrolide antibiotics
fluoxetine,diltiazem
sertraline,macrolide antibiotics
sertraline,macrolide antibiotics
diltiazem,albendazole sulfoxide
dexamethasone,dexamethasone
dexamethasone,albendazole
dexamethasone,dexamethasone
albendazole sulfoxide,albendazole
albendazole sulfoxide,albendazole
dexamethasone,praziquantel
praziquantel,albendazole sulfoxide
praziquantel,albendazole
praziquantel,albendazole sulfoxide
praziquantel,albendazole
praziquantel,albendazole
albendazole sulfoxide,albendazole sulfoxide
max,albendazole
praziquantel,albendazole sulfoxide
cimetidine,cimetidine
cimetidine,n=7
cimetidine,albendazole
cimetidine,cimetidine
albendazole sulfoxide,n=7
albendazole sulfoxide,albendazole
albendazole sulfoxide,n=7
cimetidine,albendazole
cimetidine,albendazole
n=7,theophylline
theophylline,aminophylline
theophylline,albendazole
theophylline,aminophylline
theophylline,albendazole
theophylline,albendazole
aminophylline,narcotics
psychotropic drugs,analgesics
psychotropic drugs,antiemetics
psychotropic drugs,sedatives
psychotropic drugs,tranquilizers
psychotropic drugs,analgesics
narcotics,antiemetics
narcotics,sedatives
narcotics,tranquilizers
narcotics,antiemetics
analgesics,sedatives
analgesics,tranquilizers
analgesics,sedatives
antiemetics,tranquilizers
antiemetics,tranquilizers
sedatives,aminoglycosides
drugs,indomethacin
drugs,doxorubicin
drugs,methotrexate
drugs,asparaginase
drugs,proleukin
drugs,indomethacin
aminoglycosides,doxorubicin
aminoglycosides,methotrexate
aminoglycosides,asparaginase
aminoglycosides,proleukin
aminoglycosides,doxorubicin
indomethacin,methotrexate
indomethacin,asparaginase
indomethacin,proleukin
indomethacin,methotrexate
doxorubicin,asparaginase
doxorubicin,proleukin
doxorubicin,asparaginase
methotrexate,proleukin
methotrexate,proleukin
asparaginase,antineoplastic agents
proleukin,proleukin
liver,medications
liver,drugs
liver,medications
proleukin,drugs
proleukin,drugs
medications,antineoplastic agents
proleukin,dacarbazine
proleukin,cis-platinum
proleukin,tamoxifen
proleukin,interferon-alfa
proleukin,dacarbazine
antineoplastic agents,cis-platinum
antineoplastic agents,tamoxifen
antineoplastic agents,interferon-alfa
antineoplastic agents,cis-platinum
dacarbazine,tamoxifen
dacarbazine,interferon-alfa
dacarbazine,tamoxifen
cis-platinum,interferon-alfa
cis-platinum,interferon-alfa
tamoxifen,interferon-alfa
proleukin,proleukin
interferon-alfa,proleukin
glucocorticoids,proleukin
glucocorticoids,proleukin
glucocorticoids,12 beta-blockers
glucocorticoids,other antihypertensives
glucocorticoids,proleukin
glucocorticoids,proleukin
proleukin,proleukin
proleukin,12 beta-blockers
proleukin,other antihypertensives
proleukin,proleukin
proleukin,proleukin
proleukin,12 beta-blockers
proleukin,other antihypertensives
proleukin,proleukin
proleukin,12 beta-blockers
proleukin,other antihypertensives
proleukin,proleukin
proleukin,other antihypertensives
12 beta-blockers,proleukin
12 beta-blockers,proleukin
other antihypertensives,drug
drugs,drug
drugs,drug
drugs,drug
drug,drug
drug,drug
drug,campath
drug,antibodies
campath,alendronate
ranitidine,cations
calcium,alendronate
calcium,alendronate
cations,cns depressants
alfenta,barbiturates
alfenta,tranquilizers
alfenta,opioids
alfenta,general anesthetics
alfenta,barbiturates
cns depressants,tranquilizers
cns depressants,opioids
cns depressants,general anesthetics
cns depressants,tranquilizers
barbiturates,opioids
barbiturates,general anesthetics
barbiturates,opioids
tranquilizers,general anesthetics
tranquilizers,general anesthetics
opioids,alfenta
anesthetics,erythromycin
anesthetics,alfenta
anesthetics,alfenta
anesthetics,erythromycin
alfenta,alfenta
alfenta,alfenta
alfenta,alfenta
erythromycin,alfenta
erythromycin,alfenta
alfenta,alfenta
cimetidine,alfenta
alfenta,alpha-blockers
uroxatral,alpha-blockers
uroxatral,aliskiren
drugs,aliskiren
drugs,cyp
drugs,aliskiren
aliskiren,cyp
aliskiren,cyp
aliskiren,atenolol
lovastatin,warfarin
lovastatin,furosemide
lovastatin,digoxin
lovastatin,celecoxib
lovastatin,hydrochlorothiazide
lovastatin,valsartan
lovastatin,metformin
lovastatin,amlodipine
lovastatin,aliskiren
lovastatin,warfarin
atenolol,furosemide
atenolol,digoxin
atenolol,celecoxib
atenolol,hydrochlorothiazide
atenolol,valsartan
atenolol,metformin
atenolol,amlodipine
atenolol,aliskiren
atenolol,furosemide
warfarin,digoxin
warfarin,celecoxib
warfarin,hydrochlorothiazide
warfarin,valsartan
warfarin,metformin
warfarin,amlodipine
warfarin,aliskiren
warfarin,digoxin
furosemide,celecoxib
furosemide,hydrochlorothiazide
furosemide,valsartan
furosemide,metformin
furosemide,amlodipine
furosemide,aliskiren
furosemide,celecoxib
digoxin,hydrochlorothiazide
digoxin,valsartan
digoxin,metformin
digoxin,amlodipine
digoxin,aliskiren
digoxin,hydrochlorothiazide
celecoxib,valsartan
celecoxib,metformin
celecoxib,amlodipine
celecoxib,aliskiren
celecoxib,valsartan
hydrochlorothiazide,metformin
hydrochlorothiazide,amlodipine
hydrochlorothiazide,aliskiren
hydrochlorothiazide,metformin
valsartan,amlodipine
valsartan,aliskiren
valsartan,amlodipine
metformin,aliskiren
metformin,aliskiren
amlodipine,aliskiren
irbesartan,aliskiren
atorvastatin,ketoconazole
ketoconazole,aliskiren
ketoconazole,aliskiren
ketoconazole,aliskiren
ketoconazole,aliskiren
ketoconazole,aliskiren
aliskiren,drugs
aliskiren,isoenzymes
aliskiren,cyp1a2
aliskiren,cyp
aliskiren,cyp
aliskiren,isoenzymes
drugs,cyp1a2
drugs,cyp
drugs,cyp
drugs,cyp1a2
isoenzymes,cyp
isoenzymes,cyp
isoenzymes,cyp
cyp1a2,cyp
cyp1a2,cyp
cyp,lovastatin
aliskiren,digoxin
aliskiren,valsartan
aliskiren,amlodipine
aliskiren,metformin
aliskiren,celecoxib
aliskiren,atenolol
aliskiren,atorvastatin
aliskiren,ramipril
aliskiren,hydrochlorothiazide
aliskiren,digoxin
lovastatin,valsartan
lovastatin,amlodipine
lovastatin,metformin
lovastatin,celecoxib
lovastatin,atenolol
lovastatin,atorvastatin
lovastatin,ramipril
lovastatin,hydrochlorothiazide
lovastatin,valsartan
digoxin,amlodipine
digoxin,metformin
digoxin,celecoxib
digoxin,atenolol
digoxin,atorvastatin
digoxin,ramipril
digoxin,hydrochlorothiazide
digoxin,amlodipine
valsartan,metformin
valsartan,celecoxib
valsartan,atenolol
valsartan,atorvastatin
valsartan,ramipril
valsartan,hydrochlorothiazide
valsartan,metformin
amlodipine,celecoxib
amlodipine,atenolol
amlodipine,atorvastatin
amlodipine,ramipril
amlodipine,hydrochlorothiazide
amlodipine,celecoxib
metformin,atenolol
metformin,atorvastatin
metformin,ramipril
metformin,hydrochlorothiazide
metformin,atenolol
celecoxib,atorvastatin
celecoxib,ramipril
celecoxib,hydrochlorothiazide
celecoxib,atorvastatin
atenolol,ramipril
atenolol,hydrochlorothiazide
atenolol,ramipril
atorvastatin,hydrochlorothiazide
atorvastatin,hydrochlorothiazide
ramipril,aliskiren
warfarin,warfarin
warfarin,warfarin
aliskiren,aliskiren
furosemide,furosemide
furosemide,furosemide
furosemide,furosemide
aliskiren,furosemide
aliskiren,furosemide
furosemide,n-diethyl-m-toluamide
deet,deet
deet,protease inhibitors
antiretroviral agents,macrolide antibiotics
antiretroviral agents,azole antifungals
antiretroviral agents,drugs
antiretroviral agents,macrolide antibiotics
protease inhibitors,azole antifungals
protease inhibitors,drugs
protease inhibitors,azole antifungals
macrolide antibiotics,drugs
macrolide antibiotics,drugs
azole antifungals,azathioprine
mercaptopurine,allopurinol
mercaptopurine,mercaptopurine
mercaptopurine,azathioprine
mercaptopurine,allopurinol
azathioprine,mercaptopurine
azathioprine,azathioprine
azathioprine,mercaptopurine
allopurinol,azathioprine
allopurinol,azathioprine
mercaptopurine,mercaptopurine
xanthine oxidase,purinethol
mercaptopurine,azathioprine
mercaptopurine,imuran
mercaptopurine,allopurinol
mercaptopurine,mercaptopurine
mercaptopurine,azathioprine
mercaptopurine,azathioprine
purinethol,imuran
purinethol,allopurinol
purinethol,mercaptopurine
purinethol,azathioprine
purinethol,imuran
azathioprine,allopurinol
azathioprine,mercaptopurine
azathioprine,azathioprine
azathioprine,allopurinol
imuran,mercaptopurine
imuran,azathioprine
imuran,mercaptopurine
allopurinol,azathioprine
allopurinol,azathioprine
mercaptopurine,azathioprine
mercaptopurine,allopurinol
dicumarol,anticoagulant
dicumarol,dicumarol
dicumarol,anticoagulant
allopurinol,dicumarol
allopurinol,dicumarol
anticoagulant,dicumarol
allopurinol,oxipurinol
uricosuric agents,urate
uricosuric agents,uricosuric agents
uricosuric agents,urate
uricosuric agents,oxipurinol
uricosuric agents,xanthine oxidase
uricosuric agents,urate
oxipurinol,uricosuric agents
oxipurinol,urate
oxipurinol,oxipurinol
oxipurinol,xanthine oxidase
oxipurinol,uricosuric agents
urate,urate
urate,oxipurinol
urate,xanthine oxidase
urate,urate
uricosuric agents,oxipurinol
uricosuric agents,xanthine oxidase
uricosuric agents,oxipurinol
urate,xanthine oxidase
urate,xanthine oxidase
oxipurinol,allopurinol
uricosuric agents,hypoxanthine
uricosuric agents,xanthine
uricosuric agents,allopurinol
uricosuric agents,hypoxanthine
allopurinol,xanthine
allopurinol,allopurinol
allopurinol,xanthine
hypoxanthine,allopurinol
hypoxanthine,allopurinol
xanthine,uricosuric agents
allopurinol,allopurinol
thiazide diuretics,thiazide diuretics
thiazide diuretics,allopurinol
thiazide diuretics,thiazide diuretics
allopurinol,allopurinol
allopurinol,allopurinol
thiazide diuretics,allopurinol
thiazide diuretics,amoxicillin
ampicillin,ampicillin
ampicillin,amoxicillin
ampicillin,allopurinol
ampicillin,drugs
ampicillin,ampicillin
amoxicillin,amoxicillin
amoxicillin,allopurinol
amoxicillin,drugs
amoxicillin,amoxicillin
ampicillin,allopurinol
ampicillin,drugs
ampicillin,allopurinol
amoxicillin,drugs
amoxicillin,drugs
allopurinol,cyclophosphamide
cytotoxic agent,cytotoxic agent
cytotoxic agent,allopurinol
cytotoxic agent,cytotoxic agent
cyclophosphamide,allopurinol
cyclophosphamide,allopurinol
cytotoxic agent,cyclophosphamide
allopurinol,doxorubicin
allopurinol,bleomycin
allopurinol,procarbazine
allopurinol,mechlorethamine
allopurinol,doxorubicin
cyclophosphamide,bleomycin
cyclophosphamide,procarbazine
cyclophosphamide,mechlorethamine
cyclophosphamide,bleomycin
doxorubicin,procarbazine
doxorubicin,mechlorethamine
doxorubicin,procarbazine
bleomycin,mechlorethamine
bleomycin,mechlorethamine
procarbazine,chlorpropamide
chlorpropamide,allopurinol
chlorpropamide,allopurinol
chlorpropamide,chlorpropamide
chlorpropamide,compete
chlorpropamide,allopurinol
chlorpropamide,allopurinol
chlorpropamide,chlorpropamide
chlorpropamide,compete
chlorpropamide,allopurinol
allopurinol,chlorpropamide
allopurinol,compete
allopurinol,chlorpropamide
allopurinol,compete
allopurinol,compete
chlorpropamide,chlorpropamide
allopurinol,cyclosporine
cyclosporin,allopurinol sodium
cyclosporin,allopurinol sodium
cyclosporine,cyclosporine
cyclosporine,drugs
cyclosporine,drugs
cyclosporine,metabolites
tolbutamide,xanthine oxidase
tolbutamide,liver
tolbutamide,xanthine oxidase
metabolites,liver
metabolites,liver
xanthine oxidase,medications
ergotamine,dihydroergotamine
ergotamine,methysergide
ergotamine,axert?
ergotamine,dihydroergotamine
medications,methysergide
medications,axert?
medications,methysergide
dihydroergotamine,axert?
dihydroergotamine,axert?
methysergide,moclobemide
monoamine oxidase inhibitors,almotriptan
monoamine oxidase inhibitors,almotriptan
moclobemide,axert?
agonists,almotriptan
propanolol,propranolol
propanolol,propranolol
almotriptan,fluoxetine
serotonin reuptake inhibitors,fluvoxamine
serotonin reuptake inhibitors,paroxetine
serotonin reuptake inhibitors,sertraline
serotonin reuptake inhibitors,agonists
serotonin reuptake inhibitors,fluvoxamine
fluoxetine,paroxetine
fluoxetine,sertraline
fluoxetine,agonists
fluoxetine,paroxetine
fluvoxamine,sertraline
fluvoxamine,agonists
fluvoxamine,sertraline
paroxetine,agonists
paroxetine,agonists
sertraline,almotriptan
verapamil,verapamil
verapamil,almotriptan
verapamil,verapamil
almotriptan,almotriptan
almotriptan,almotriptan
verapamil,almotriptan
ketoconazole,ketoconazole
ketoconazole,almotriptan
ketoconazole,ketoconazole
almotriptan,almotriptan
almotriptan,almotriptan
ketoconazole,cyp3a4
almotriptan,itraconazole
almotriptan,ritonavir
almotriptan,erythromycin
almotriptan,almotriptan
almotriptan,almotriptan
almotriptan,medications
almotriptan,itraconazole
cyp3a4,ritonavir
cyp3a4,erythromycin
cyp3a4,almotriptan
cyp3a4,almotriptan
cyp3a4,medications
cyp3a4,ritonavir
itraconazole,erythromycin
itraconazole,almotriptan
itraconazole,almotriptan
itraconazole,medications
itraconazole,erythromycin
ritonavir,almotriptan
ritonavir,almotriptan
ritonavir,medications
ritonavir,almotriptan
erythromycin,almotriptan
erythromycin,medications
erythromycin,almotriptan
almotriptan,medications
almotriptan,medications
almotriptan,alosetron
alosetron,cyp1a2
fluvoxamine,cyp3a4
fluvoxamine,cyp2c9
fluvoxamine,cyp2c19
fluvoxamine,cyp3a4
cyp1a2,cyp2c9
cyp1a2,cyp2c19
cyp1a2,cyp2c9
cyp3a4,cyp2c19
cyp3a4,cyp2c19
cyp2c9,alosetron 1 mg
fluvoxamine,alosetron
fluvoxamine,fluvoxamine
alosetron,cyp1a2
alosetron,quinolone antibiotic
alosetron,cimetidine
alosetron,quinolone antibiotic
cyp1a2,cimetidine
cyp1a2,cimetidine
quinolone antibiotic,cyp3a4
ketoconazole,alosetron 1 mg
ketoconazole 200 mg,alosetron
ketoconazole,ketoconazole
alosetron,cyp3a4
alosetron,clarithromycin
alosetron,telithromycin
alosetron,protease inhibitors
alosetron,voriconazole
alosetron,itraconazole
alosetron,clarithromycin
cyp3a4,telithromycin
cyp3a4,protease inhibitors
cyp3a4,voriconazole
cyp3a4,itraconazole
cyp3a4,telithromycin
clarithromycin,protease inhibitors
clarithromycin,voriconazole
clarithromycin,itraconazole
clarithromycin,protease inhibitors
telithromycin,voriconazole
telithromycin,itraconazole
telithromycin,voriconazole
protease inhibitors,itraconazole
protease inhibitors,itraconazole
voriconazole,metabolites
alosetron,cyp enzyme
alosetron,cyp enzyme
alosetron,cyp2e1
alosetron,cyp1a2
alosetron,n-acetyltransferase
alosetron,cyp1a2
cyp2e1,n-acetyltransferase
cyp2e1,n-acetyltransferase
cyp1a2,acetyltransferase
alosetron,drugs
alosetron,isoniazid
alosetron,procainamide
alosetron,hydralazine
alosetron,drugs
acetyltransferase,isoniazid
acetyltransferase,procainamide
acetyltransferase,hydralazine
acetyltransferase,isoniazid
drugs,procainamide
drugs,hydralazine
drugs,procainamide
isoniazid,hydralazine
isoniazid,hydralazine
procainamide,theophylline
cyp1a2,oral contraceptive agent
alosetron,levonorgestrel
alosetron,cyp3a4
alosetron,levonorgestrel
oral contraceptive agent,cyp3a4
